stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
S5338,5338,Montouzères,43.56869555,3.88505269,1,
569,18119,Montouzères,43.56869555,3.88505269,0,S5338
580,18223,Montouzères,43.56859037,3.88486439,0,S5338
S5339,5339,Montpellieret,43.55987268,3.8771745,1,
568,18118,Montpellieret,43.55987268,3.8771745,0,S5339
571,18122,Montpellieret,43.55992906,3.87700296,0,S5339
579,18222,Montpellieret,43.55987268,3.8771745,0,S5339
582,18226,Montpellieret,43.55992906,3.87700296,0,S5339
S5654,5654,Samuel Morse,43.60638856,3.91306864,1,
358,09140,Samuel Morse,43.60638856,3.91306864,0,S5654
391,09239,Samuel Morse,43.60703033,3.91344512,0,S5654
S5563,5563,Mosson,43.61622302,3.81961176,1,
1250,43103,Mosson,43.61622302,3.81961176,0,S5563
1297,43255,Mosson,43.61625778,3.81969928,0,S5563
828,25126,Mosson,43.61612909,3.81990628,0,S5563
1130,41101,Mosson,43.6163195,3.81978749,0,S5563
1348,25127,Mosson,43.61667726,3.81926473,0,S5563
S5423,5423,Collège des Aiguerelles,43.59829462,3.89092638,1,
307,08104,Collège des Aiguerelles,43.59829462,3.89092638,0,S5423
337,08221,Collège des Aiguerelles,43.59756695,3.89214353,0,S5423
S5184,5184,Collège Frédéric Bazille,43.63438802,3.90652659,1,
1014,35112,Collège Frédéric Bazille,43.63438802,3.90652659,0,S5184
1025,35212,Collège Frédéric Bazille,43.63445919,3.90657806,0,S5184
S5219,5219,Moulières,43.6596784,3.89334099,1,
682,22111,Moulières,43.6596784,3.89334099,0,S5219
712,22211,Moulières,43.65968987,3.89316794,0,S5219
S5712,5712,Moulin Neuf,43.69033529,3.86233659,1,
744,23118,Moulin Neuf,43.69033529,3.86233659,0,S5712
760,23210,Moulin Neuf,43.69042638,3.8622523,0,S5712
S5564,5564,Moularès (Hôtel de Ville),43.60072995,3.89535928,1,
1153,41147,Moularès (Hôtel de Ville),43.60072995,3.89535928,0,S5564
1164,41209,Moularès (Hôtel de Ville),43.60073787,3.89543372,0,S5564
S5730,5730,Les Mourguettes,43.69690116,4.02633529,1,
936,31103,Les Mourguettes,43.69690116,4.02633529,0,S5730
942,31203,Les Mourguettes,43.69696233,4.02644862,0,S5730
S5542,5542,Maison des Sports,43.6184282,3.8646477,1,
75,03120,Maison des Sports,43.6184282,3.8646477,0,S5542
98,03210,Maison des Sports,43.6183242,3.86437269,0,S5542
S5561,5561,Monsieur Teste,43.60738521,3.83599705,1,
264,07126,Monsieur Teste,43.60738521,3.83599705,0,S5561
279,07205,Monsieur Teste,43.60697586,3.83634508,0,S5561
S5566,5566,Mûriers,43.62620605,3.84916366,1,
296,07224,Mûriers,43.62620605,3.84916366,0,S5566
S5195,5195,Mûriers,43.64067341,3.91137861,1,
139,04164,Mûriers,43.64067341,3.91137861,0,S5195
151,04207,Mûriers,43.64063333,3.91166222,0,S5195
S5567,5567,Myrtes,43.60111037,3.86618849,1,
255,07116,Myrtes,43.60111037,3.86618849,0,S5567
S5568,5568,Nazareth,43.6216854,3.88027731,1,
183,05134,Nazareth,43.6216854,3.88027731,0,S5568
201,05232,Nazareth,43.62164963,3.88026397,0,S5568
S5169,5169,Mairie,43.7290196,4.02090214,1,
1012,35109,Mairie,43.7290196,4.02090214,0,S5169
1306,27215,Mairie,43.7289364,4.02104846,0,S5169
S5372,5372,Alfred Nobel,43.61641842,3.91078414,1,
504,12125,Alfred Nobel,43.61641842,3.91078414,0,S5372
521,12220,Alfred Nobel,43.61575183,3.90963978,0,S5372
S5569,5569,Nouveau Saint-Roch,43.59949297,3.87564517,1,
1199,42123,Nouveau Saint-Roch,43.59949297,3.87564517,0,S5569
1239,42247,Nouveau Saint-Roch,43.59954759,3.87559716,0,S5569
S5340,5340,Oasis Palavasienne,43.55549914,3.89256882,1,
550,17104,Oasis Palavasienne,43.55549914,3.89256882,0,S5340
557,17218,Oasis Palavasienne,43.55525937,3.89361291,0,S5340
S5570,5570,Observatoire,43.60643894,3.87648797,1,
51,02133,Observatoire,43.60643894,3.87648797,0,S5570
1261,43125,Observatoire,43.60644722,3.87653768,0,S5570
1286,43233,Observatoire,43.60651928,3.87652725,0,S5570
S5571,5571,Occitanie,43.63435811,3.84863696,1,
86,03138,Occitanie,43.63435811,3.84863696,0,S5571
113,03228,Occitanie,43.63461353,3.84837142,0,S5571
752,23130,Occitanie,43.63462287,3.84834692,0,S5571
1137,41115,Occitanie,43.6346303,3.84845851,0,S5571
1180,41241,Occitanie,43.63465691,3.84848397,0,S5571
1345,23238,Occitanie,43.63462287,3.84834692,0,S5571
S5651,5651,Sainte-Odile,43.62260437,3.87318664,1,
202,05233,Sainte-Odile,43.62260437,3.87318664,0,S5651
480,11128,Sainte-Odile,43.62276858,3.87301781,0,S5651
S5572,5572,Odysseum,43.60412063,3.92062653,1,
1157,41155,Odysseum,43.60412063,3.92062653,0,S5572
1160,41201,Odysseum,43.60412889,3.92067625,0,S5572
S5718,5718,Olivette,43.6655912,4.03183586,1,
911,29128,Olivette,43.6655912,4.03183586,0,S5718
925,29221,Olivette,43.66547969,4.03206785,0,S5718
S5573,5573,Ormeaux,43.60202273,3.83374102,1,
272,07162,Ormeaux,43.60202273,3.83374102,0,S5573
304,07262,Ormeaux,43.60304451,3.83331009,0,S5573
S5574,5574,Oxford,43.62693669,3.82040974,1,
23,01138,Oxford,43.62693669,3.82040974,0,S5574
585,19202,Oxford,43.62703164,3.82069685,0,S5574
S5387,5387,Beaux-Arts,43.61699991,3.88355341,1,
1207,42143,Beaux-Arts,43.61699991,3.88355341,0,S5387
1231,42227,Beaux-Arts,43.61701841,3.88351679,0,S5387
S5698,5698,La Bornière,43.57964027,3.75358446,1,
1043,36123,La Bornière,43.57964027,3.75358446,0,S5698
1079,36214,La Bornière,43.5795462,3.75390362,0,S5698
S5601,5601,Pioch de Boutonnet,43.63379811,3.87751045,1,
475,11117,Pioch de Boutonnet,43.63379811,3.87751045,0,S5601
485,11206,Pioch de Boutonnet,43.63391757,3.87732802,0,S5601
S5694,5694,Coopérative Oléicole,43.58465674,3.75697351,1,
1039,36119,Coopérative Oléicole,43.58465674,3.75697351,0,S5694
1083,36218,Coopérative Oléicole,43.58465447,3.75714658,0,S5694
S5695,5695,Distillerie,43.58556866,3.76690168,1,
1035,36115,Distillerie,43.58556866,3.76690168,0,S5695
1087,36222,Distillerie,43.58547112,3.76680031,0,S5695
S5696,5696,Gaston Defferre,43.58422546,3.75284487,1,
1040,36120,Gaston Defferre,43.58422546,3.75284487,0,S5696
1082,36217,Gaston Defferre,43.58426797,3.75303142,0,S5696
S5697,5697,Jean Moulin,43.58263885,3.7518163,1,
1041,36121,Jean Moulin,43.58263885,3.7518163,0,S5697
1081,36216,Jean Moulin,43.58252778,3.75206086,0,S5697
S5686,5686,Lauriers,43.56870095,3.94563269,1,
878,28110,Lauriers,43.56870095,3.94563269,0,S5686
895,28209,Lauriers,43.56879924,3.94567255,0,S5686
S5702,5702,Médiathèque La Gare,43.58614476,3.76002793,1,
1038,36118,Médiathèque La Gare,43.58614476,3.76002793,0,S5702
S5701,5701,Maison de Retraite,43.58129663,3.75065781,1,
1042,36122,Maison de Retraite,43.58129663,3.75065781,0,S5701
1080,36215,Maison de Retraite,43.58143256,3.75057461,0,S5701
S5616,5616,Pous de la Sers,43.61912363,3.86186978,1,
76,03121,Pous de la Sers,43.61912363,3.86186978,0,S5616
97,03209,Pous de la Sers,43.61926767,3.8612178,0,S5616
S5279,5279,Bel Air,43.65986403,3.92206215,1,
694,22131,Bel Air,43.65986403,3.92206215,0,S5279
S5704,5704,Square Tribes,43.5840096,3.7597027,1,
1084,36219,Square Tribes,43.5840096,3.7597027,0,S5704
S5693,5693,Saint-Jean,43.56108734,3.95222971,1,
881,28113,Saint-Jean,43.56108734,3.95222971,0,S5693
892,28206,Saint-Jean,43.56101631,3.95277161,0,S5693
S5690,5690,Pérols Sud,43.55955823,3.95829302,1,
882,28114,Pérols Sud,43.55955823,3.95829302,0,S5690
891,28205,Pérols Sud,43.55980548,3.957991,0,S5690
S5699,5699,Le Temple,43.58551109,3.76241123,1,
1037,36117,Le Temple,43.58551109,3.76241123,0,S5699
1085,36220,Le Temple,43.58555178,3.76273377,0,S5699
S5700,5700,Lotissement Les Violettes,43.58755822,3.76599922,1,
1036,36116,Lotissement Les Violettes,43.58755822,3.76599922,0,S5700
1086,36221,Lotissement Les Violettes,43.5876257,3.76633482,0,S5700
S5424,5424,Collège Marcel Pagnol,43.59742519,3.84566817,1,
135,04143,Collège Marcel Pagnol,43.59742519,3.84566817,0,S5424
165,04242,Collège Marcel Pagnol,43.59697345,3.84518622,0,S5424
S5264,5264,Lou Paillas,43.54555895,3.774292,1,
979,33100,Lou Paillas,43.54555895,3.774292,0,S5264
1359,33117,Lou Paillas,43.54555895,3.774292,0,S5264
S5685,5685,EcoPôle,43.57815542,3.93489369,1,
1270,43151,EcoPôle,43.57815542,3.93489369,0,S5685
1277,43207,EcoPôle,43.57816331,3.9349681,0,S5685
S5587,5587,Paul Painlevé,43.61114808,3.8985387,1,
348,09122,Paul Painlevé,43.61114808,3.8985387,0,S5587
370,09206,Paul Painlevé,43.61052732,3.89857121,0,S5587
S5265,5265,Paix,43.55545373,3.77917577,1,
989,33110,Paix,43.55545373,3.77917577,0,S5265
1002,33210,Paix,43.55524812,3.77841663,0,S5265
S5388,5388,Bellevue,43.59664066,3.88087471,1,
495,12108,Bellevue,43.59664066,3.88087471,0,S5388
S5576,5576,Paladilhe,43.61204561,3.86718653,1,
254,07115,Paladilhe,43.61204561,3.86718653,0,S5576
373,09209,Paladilhe,43.61234296,3.86650164,0,S5576
S5577,5577,Palissade,43.60742621,3.86963604,1,
493,11224,Palissade,43.60742621,3.86963604,0,S5577
S5578,5578,Palombes,43.61948598,3.89386654,1,
314,08116,Palombes,43.61948598,3.89386654,0,S5578
328,08208,Palombes,43.61973529,3.89403421,0,S5578
S5579,5579,Pâquerettes,43.59965258,3.88147565,1,
497,12110,Pâquerettes,43.59965258,3.88147565,0,S5579
515,12208,Pâquerettes,43.59977611,3.88100894,0,S5579
S5163,5163,Paradis,43.66409542,4.01415624,1,
917,29204,Paradis,43.66409542,4.01415624,0,S5163
S5580,5580,Parc de la Lironde,43.60864143,3.90651186,1,
414,10145,Parc de la Lironde,43.60864143,3.90651186,0,S5580
458,10250,Parc de la Lironde,43.60848902,3.90648293,0,S5580
S5583,5583,Passerines,43.58844576,3.87241658,1,
171,05103,Passerines,43.58844576,3.87241658,0,S5583
874,27115,Passerines,43.58864363,3.87240953,0,S5583
S5584,5584,Pastourelles,43.62183414,3.90121926,1,
423,10154,Pastourelles,43.62183414,3.90121926,0,S5584
460,10252,Pastourelles,43.62183552,3.90050156,0,S5584
S5589,5589,Petit Bard,43.61463863,3.8354327,1,
9,01113,Petit Bard,43.61463863,3.8354327,0,S5589
40,01225,Petit Bard,43.61457102,3.8351216,0,S5589
S5610,5610,Plan Cabanes,43.60816934,3.86857965,1,
545,15218,Plan Cabanes,43.60816934,3.86857965,0,S5610
1259,43121,Plan Cabanes,43.60863744,3.86789938,0,S5610
1288,43237,Plan Cabanes,43.60857191,3.8680832,0,S5610
S5389,5389,Belvédère,43.61703134,3.84244937,1,
338,09109,Belvédère,43.61703134,3.84244937,0,S5389
383,09219,Belvédère,43.61726291,3.84260396,0,S5389
S5634,5634,Saint-Clément,43.61774135,3.84439838,1,
339,09110,Saint-Clément,43.61774135,3.84439838,0,S5634
382,09218,Saint-Clément,43.617722,3.84449686,0,S5634
S5198,5198,Pioch Pelat,43.62617114,3.902192,1,
319,08122,Pioch Pelat,43.62617114,3.902192,0,S5198
323,08202,Pioch Pelat,43.6262281,3.90198317,0,S5198
S5713,5713,Pendances,43.68386003,3.86314209,1,
742,23116,Pendances,43.68386003,3.86314209,0,S5713
762,23212,Pendances,43.68414778,3.8631374,0,S5713
S5588,5588,Pergola,43.61763788,3.83955757,1,
1254,43111,Pergola,43.61763788,3.83955757,0,S5588
1293,43247,Pergola,43.61817272,3.83923755,0,S5588
S5838,5838,Pérols Centre - Bazille,43.56305064,3.95018363,1,
880,28112,Pérols Centre - Bazille,43.56305064,3.95018363,0,S5838
893,28207,Pérols Centre - Bazille,43.56275922,3.95043501,0,S5838
S5688,5688,Pérols Centre,43.56555299,3.95717736,1,
1272,43155,Pérols Centre,43.56555299,3.95717736,0,S5688
1275,43203,Pérols Centre,43.56553335,3.95728807,0,S5688
S5731,5731,Les Pérouses,43.6981684,4.02405559,1,
935,31102,Les Pérouses,43.6981684,4.02405559,0,S5731
941,31202,Les Pérouses,43.69819401,4.02414309,0,S5731
S5157,5157,François Perroux,43.65363543,4.00103352,1,
907,29112,François Perroux,43.65363543,4.00103352,0,S5157
924,29213,François Perroux,43.65363543,4.00103352,0,S5157
S5689,5689,Pérols Étang de l'Or,43.5580407,3.96356524,1,
1274,43201,Pérols Étang de l'Or,43.5580407,3.96356524,0,S5689
S5496,5496,Hôpital Lapeyronie,43.63165105,3.85257532,1,
1138,41117,Hôpital Lapeyronie,43.63165105,3.85257532,0,S5496
1179,41239,Hôpital Lapeyronie,43.63166867,3.85260055,0,S5496
S5390,5390,Bengalis,43.6285875,3.8829391,1,
396,10105,Bengalis,43.6285875,3.8829391,0,S5390
439,10215,Bengalis,43.62865657,3.88313899,0,S5390
S5467,5467,Frédéric Peyson,43.60252942,3.88020506,1,
513,12206,Frédéric Peyson,43.60252942,3.88020506,0,S5467
S5456,5456,Fac de Pharmacie,43.62363101,3.86161891,1,
401,10111,Fac de Pharmacie,43.62363101,3.86161891,0,S5456
444,10224,Fac de Pharmacie,43.62463173,3.86332865,0,S5456
S5660,5660,Stade Philippidès,43.61898936,3.86946381,1,
1142,41125,Stade Philippidès,43.61898936,3.86946381,0,S5660
1175,41231,Stade Philippidès,43.61898884,3.86950092,0,S5660
S5363,5363,Picadou,43.66918964,3.86240289,1,
739,23113,Picadou,43.66918964,3.86240289,0,S5363
765,23215,Picadou,43.66901539,3.8613703,0,S5363
S5575,5575,Pablo Picasso,43.59788172,3.90334649,1,
1268,43145,Pablo Picasso,43.59788172,3.90334649,0,S5575
1279,43213,Pablo Picasso,43.59794212,3.90352132,0,S5575
S5364,5364,Picheyrou,43.65318039,3.86035303,1,
729,23103,Picheyrou,43.65318039,3.86035303,0,S5364
775,23225,Picheyrou,43.65309035,3.860363,0,S5364
S5598,5598,Pilory,43.6193983,3.83188253,1,
1252,43107,Pilory,43.6193983,3.83188253,0,S5598
1295,43251,Pilory,43.61957444,3.832147,0,S5598
S5599,5599,Pinsons,43.61695429,3.88611351,1,
311,08111,Pinsons,43.61695429,3.88611351,0,S5599
332,08213,Pinsons,43.61719444,3.88629326,0,S5599
S5600,5600,Pinville,43.61403736,3.90450726,1,
416,10147,Pinville,43.61403736,3.90450726,0,S5600
456,10248,Pinville,43.61383967,3.90450183,0,S5600
468,11103,Pinville,43.61386506,3.90585118,0,S5600
492,11220,Pinville,43.61394918,3.90624943,0,S5600
S5602,5602,Pitot,43.61209081,3.87034273,1,
288,07215,Pitot,43.61209081,3.87034273,0,S5602
S5312,5312,La Bergerie,43.61707438,3.79666887,1,
834,25133,La Bergerie,43.61707438,3.79666887,0,S5312
855,25233,La Bergerie,43.61699417,3.79661733,0,S5312
S5590,5590,Peyrou - Arc de Triomphe,43.61140675,3.87230394,1,
1431,44103,Peyrou - Arc de Triomphe,43.61140675,3.87230394,0,S5590
1437,44203,Peyrou - Arc de Triomphe,43.61141696,3.87221761,0,S5590
5,00106,Peyrou - Arc de Triomphe,43.61074791,3.8718532,0,S5590
52,02135,Peyrou - Arc de Triomphe,43.61097186,3.87190871,0,S5590
S5605,5605,Place de France,43.60370791,3.91503585,1,
362,09146,Place de France,43.60370791,3.91503585,0,S5605
393,09246,Place de France,43.60368705,3.91523321,0,S5605
S5691,5691,Plein Sud,43.57115563,3.94196791,1,
887,28126,Plein Sud,43.57115563,3.94196791,0,S5691
897,28226,Plein Sud,43.57153871,3.94280705,0,S5691
S5609,5609,Place du 8 Mai,43.59994755,3.86704799,1,
227,06127,Place du 8 Mai,43.59994755,3.86704799,0,S5609
243,06227,Place du 8 Mai,43.59958646,3.86651879,0,S5609
S5313,5313,La Plaine,43.61170817,3.81450854,1,
815,25102,La Plaine,43.61170817,3.81450854,0,S5313
845,25216,La Plaine,43.61175141,3.81463338,0,S5313
S5271,5271,Gaston Planté,43.64653945,3.83114496,1,
797,24125,Gaston Planté,43.64653945,3.83114496,0,S5271
813,24225,Gaston Planté,43.64669779,3.8313967,0,S5271
S5595,5595,Pierre Laroque,43.62152807,3.90435403,1,
427,10159,Pierre Laroque,43.62152807,3.90435403,0,S5595
465,10259,Pierre Laroque,43.62118731,3.90429518,0,S5595
S5612,5612,Pléiade,43.62847405,3.84575846,1,
246,07106,Pléiade,43.62847405,3.84575846,0,S5612
298,07226,Pléiade,43.62844536,3.84588146,0,S5612
S5605,5605,Place de France,43.60372458,3.91574145,1,
1158,41161,Place de France,43.60372458,3.91574145,0,S5605
1187,41261,Place de France,43.6037519,3.91571746,0,S5605
S5391,5391,Berthelot,43.60184719,3.86938737,1,
173,05118,Berthelot,43.60184719,3.86938737,0,S5391
198,05214,Berthelot,43.60216491,3.86980412,0,S5391
S5582,5582,Pas du Loup,43.60013266,3.84812706,1,
210,06101,Pas du Loup,43.60013266,3.84812706,0,S5582
241,06221,Pas du Loup,43.60044614,3.84885281,0,S5582
S5614,5614,Port Marianne,43.60157636,3.89962538,1,
1154,41149,Port Marianne,43.60157636,3.89962538,0,S5614
1163,41207,Port Marianne,43.60156481,3.89917974,0,S5614
S5252,5252,Pointes,43.63865085,3.93284888,1,
625,20218,Pointes,43.63865085,3.93284888,0,S5252
S5656,5656,Semard,43.6191463,3.90307599,1,
353,09129,Semard,43.6191463,3.90307599,0,S5656
354,09132,Semard,43.61916627,3.90355913,0,S5656
417,10148,Semard,43.61960448,3.90433835,0,S5656
455,10247,Semard,43.61966899,3.90422876,0,S5656
S5613,5613,Pompignane,43.61227921,3.89490734,1,
1204,42137,Pompignane,43.61227921,3.89490734,0,S5613
1234,42233,Pompignane,43.61245013,3.89489963,0,S5613
S5615,5615,Porto,43.60038579,3.87986264,1,
498,12111,Porto,43.60038579,3.87986264,0,S5615
514,12207,Porto,43.6003324,3.87982409,0,S5615
S5793,5793,Poste,43.65765504,3.96848509,1,
645,21108,Poste,43.65765504,3.96848509,0,S5793
662,21210,Poste,43.65774733,3.96832675,0,S5793
S5710,5710,Mairie,43.69725653,3.86369886,1,
748,23122,Mairie,43.69725653,3.86369886,0,S5710
756,23201,Mairie,43.69730539,3.8640595,0,S5710
S5502,5502,Jacques Prévert,43.64235059,3.81408859,1,
17,01131,Jacques Prévert,43.64235059,3.81408859,0,S5502
30,01205,Jacques Prévert,43.64226005,3.81413576,0,S5502
S5617,5617,Primevères,43.59818732,3.88147314,1,
496,12109,Primevères,43.59818732,3.88147314,0,S5617
S5593,5593,Pierre d'Adhémar,43.62216921,3.86391868,1,
430,10163,Pierre d'Adhémar,43.62216921,3.86391868,0,S5593
467,10263,Pierre d'Adhémar,43.62211303,3.86407805,0,S5593
S5280,5280,Bibliothèque,43.65899436,3.91142593,1,
702,22169,Bibliothèque,43.65899436,3.91142593,0,S5280
727,22269,Bibliothèque,43.65913995,3.91130612,0,S5280
S5596,5596,Pierre Rouge,43.62306375,3.88259154,1,
471,11113,Pierre Rouge,43.62306375,3.88259154,0,S5596
489,11210,Pierre Rouge,43.62293848,3.88255103,0,S5596
S5197,5197,Palais des Sports,43.64516162,3.9173952,1,
1017,35116,Palais des Sports,43.64516162,3.9173952,0,S5197
1028,35216,Palais des Sports,43.64516433,3.91720957,0,S5197
S5714,5714,Pont Vert,43.68670673,3.86336692,1,
743,23117,Pont Vert,43.68670673,3.86336692,0,S5714
761,23211,Pont Vert,43.68654532,3.86333782,0,S5714
S5618,5618,Puccini,43.59494387,3.85403811,1,
554,17134,Puccini,43.59494387,3.85403811,0,S5618
562,17234,Puccini,43.59498706,3.85416294,0,S5618
S5597,5597,Pierre Viala,43.61742538,3.85414042,1,
84,03136,Pierre Viala,43.61742538,3.85414042,0,S5597
115,03230,Pierre Viala,43.61658649,3.85498427,0,S5597
S5619,5619,Puech Villa,43.64008201,3.82939149,1,
50,02129,Puech Villa,43.64008201,3.82939149,0,S5619
55,02203,Puech Villa,43.63970895,3.82971595,0,S5619
S5627,5627,Rives du Lez,43.60407129,3.89493087,1,
1152,41145,Rives du Lez,43.60407129,3.89493087,0,S5627
1165,41211,Rives du Lez,43.60401719,3.89494177,0,S5627
1203,42133,Rives du Lez,43.60394407,3.89377692,0,S5627
1235,42237,Rives du Lez,43.603989,3.89377814,0,S5627
S5692,5692,Radel,43.55683141,3.96387693,1,
883,28115,Radel,43.55683141,3.96387693,0,S5692
890,28204,Radel,43.55665963,3.96453952,0,S5692
S5620,5620,Raimbaud d'Orange,43.63748547,3.82078289,1,
14,01126,Raimbaud d'Orange,43.63748547,3.82078289,0,S5620
35,01211,Raimbaud d'Orange,43.63741408,3.82139992,0,S5620
S5366,5366,Rapatel,43.65164285,3.86419963,1,
728,23102,Rapatel,43.65164285,3.86419963,0,S5366
776,23226,Rapatel,43.65143415,3.86497405,0,S5366
S5154,5154,Biste,43.65562895,4.00001439,1,
899,29104,Biste,43.65562895,4.00001439,0,S5154
922,29209,Biste,43.65582474,4.00014392,0,S5154
S5514,5514,La Rauze,43.59347053,3.89569309,1,
1266,43139,La Rauze,43.59347053,3.89569309,0,S5514
1281,43219,La Rauze,43.59351439,3.8957685,0,S5514
S5621,5621,Razeteurs,43.59562334,3.88412499,1,
519,12212,Razeteurs,43.59562334,3.88412499,0,S5621
S5320,5320,Récantou,43.61307686,3.81565748,1,
814,25101,Récantou,43.61307686,3.81565748,0,S5320
846,25217,Récantou,43.61300176,3.81589061,0,S5320
S5495,5495,Hippolyte Rech,43.62014745,3.86512679,1,
185,05138,Hippolyte Rech,43.62014745,3.86512679,0,S5495
205,05238,Hippolyte Rech,43.61969202,3.8655477,0,S5495
S5738,5738,La Regnague,43.60882288,3.79593837,1,
1055,36138,La Regnague,43.60882288,3.79593837,0,S5738
1093,36238,La Regnague,43.60898626,3.79715496,0,S5738
S5622,5622,Renaudel,43.6146401,3.82816983,1,
11,01115,Renaudel,43.6146401,3.82816983,0,S5622
38,01223,Renaudel,43.61460381,3.82819363,0,S5622
S5624,5624,Renouvier,43.60712196,3.86636182,1,
544,15217,Renouvier,43.60712196,3.86636182,0,S5624
S5716,5716,Mairie,43.72354525,4.03867916,1,
1011,35108,Mairie,43.72354525,4.03867916,0,S5716
1021,35207,Mairie,43.72369763,4.03870851,0,S5716
S5625,5625,Restanque,43.59041665,3.88487447,1,
1264,43135,Restanque,43.59041665,3.88487447,0,S5625
1283,43223,Restanque,43.59043356,3.88494914,0,S5625
S5203,5203,Rose de France,43.6322866,3.90140664,1,
1016,35115,Rose de France,43.6322866,3.90140664,0,S5203
1027,35215,Rose de France,43.63237432,3.90155757,0,S5203
S5326,5326,Boirargues,43.58274314,3.92553702,1,
1269,43149,Boirargues,43.58274314,3.92553702,0,S5326
1278,43209,Boirargues,43.58274241,3.92558647,0,S5326
S5645,5645,Saint-Michel,43.60660722,3.89861249,1,
364,09148,Saint-Michel,43.60660722,3.89861249,0,S5645
372,09208,Saint-Michel,43.60660722,3.89861249,0,S5645
S5626,5626,Rièges,43.61973172,3.84928918,1,
403,10113,Rièges,43.61973172,3.84928918,0,S5626
433,10206,Rièges,43.61957861,3.84930988,0,S5626
S5321,5321,Rivière,43.60987738,3.81559938,1,
816,25103,Rivière,43.60987738,3.81559938,0,S5321
844,25215,Rivière,43.60957015,3.81571515,0,S5321
S5266,5266,Rouget de Lisle,43.55709369,3.78426016,1,
984,33105,Rouget de Lisle,43.55709369,3.78426016,0,S5266
997,33205,Rouget de Lisle,43.55691214,3.78439152,0,S5266
S5254,5254,Route de Nîmes,43.64160066,3.94250039,1,
640,21102,Route de Nîmes,43.64160066,3.94250039,0,S5254
667,21216,Route de Nîmes,43.64178516,3.94218372,0,S5254
S5253,5253,Rocailles,43.65682616,3.93606891,1,
606,20129,Rocailles,43.65682616,3.93606891,0,S5253
612,20205,Rocailles,43.6569127,3.93568748,0,S5253
S5194,5194,Mas de Rochet,43.6258568,3.90651483,1,
320,08123,Mas de Rochet,43.6258568,3.90651483,0,S5194
1333,08124,Mas de Rochet,43.6258638,3.90603238,0,S5194
S5300,5300,Romarin,43.65751278,3.91377487,1,
691,22128,Romarin,43.65751278,3.91377487,0,S5300
S5628,5628,Ronceray,43.5937857,3.86032764,1,
216,06107,Ronceray,43.5937857,3.86032764,0,S5628
235,06214,Ronceray,43.59393829,3.86034408,0,S5628
S5629,5629,Rondelet,43.60408893,3.87485354,1,
196,05212,Rondelet,43.60408893,3.87485354,0,S5629
1200,42125,Rondelet,43.60308022,3.876249,0,S5629
1238,42245,Rondelet,43.60307846,3.87637265,0,S5629
1363,36137,Rondelet,43.60408893,3.87485354,0,S5629
S5682,5682,Bonadona,43.55569882,3.9656617,1,
884,28116,Bonadona,43.55569882,3.9656617,0,S5682
889,28203,Bonadona,43.55473256,3.96654884,0,S5682
S5630,5630,Roqueturière,43.63034762,3.88558582,1,
395,10104,Roqueturière,43.63034762,3.88558582,0,S5630
440,10216,Roqueturière,43.62984948,3.88584459,0,S5630
S5531,5531,Les Roses,43.60256068,3.85448781,1,
122,04110,Les Roses,43.60256068,3.85448781,0,S5531
160,04231,Les Roses,43.60238859,3.85393895,0,S5531
S5435,5435,Croix des Rosiers,43.61067365,3.83092421,1,
266,07128,Croix des Rosiers,43.61067365,3.83092421,0,S5435
277,07203,Croix des Rosiers,43.61088717,3.83043491,0,S5435
S5244,5244,Fernand Rouché,43.64756079,3.94130621,1,
599,20121,Fernand Rouché,43.64756079,3.94130621,0,S5244
621,20214,Fernand Rouché,43.64747992,3.94130394,0,S5244
S5758,5758,Roudères,43.57488925,3.8255252,1,
592,20107,Roudères,43.57488925,3.8255252,0,S5758
628,20230,Roudères,43.57493691,3.82532862,0,S5758
S5631,5631,Rouget de Lisle,43.59481837,3.8398479,1,
119,04103,Rouget de Lisle,43.59481837,3.8398479,0,S5631
163,04238,Rouget de Lisle,43.59447375,3.8394183,0,S5631
S5301,5301,Roveraie,43.65837174,3.92205785,1,
687,22123,Roveraie,43.65837174,3.92205785,0,S5301
S5322,5322,Route de Saint-Georges,43.6128163,3.8090562,1,
821,25108,Route de Saint-Georges,43.6128163,3.8090562,0,S5322
839,25210,Route de Saint-Georges,43.61276675,3.80873324,0,S5322
S5767,5767,Aires,43.57256242,3.77291879,1,
992,33113,Aires,43.57256242,3.77291879,0,S5767
1005,33213,Aires,43.57267551,3.772526,0,S5767
S5768,5768,Barils,43.57183745,3.77335803,1,
991,33112,Barils,43.57183745,3.77335803,0,S5768
1004,33212,Barils,43.57189334,3.77321107,0,S5768
S5623,5623,René Bougnol,43.63644303,3.87421507,1,
477,11120,René Bougnol,43.63644303,3.87421507,0,S5623
483,11203,René Bougnol,43.63647456,3.8738941,0,S5623
S5771,5771,Les Cévennes,43.5726849,3.7711415,1,
1034,36114,Les Cévennes,43.5726849,3.7711415,0,S5771
1088,36223,Les Cévennes,43.57263278,3.7710042,0,S5771
S5772,5772,Les Combes,43.5706969,3.7692124,1,
1033,36113,Les Combes,43.5706969,3.7692124,0,S5772
1089,36224,Les Combes,43.57066308,3.76905083,0,S5772
S5769,5769,La Gardiole,43.56869815,3.77080657,1,
1032,36112,La Gardiole,43.56869815,3.77080657,0,S5769
1090,36225,La Gardiole,43.56875436,3.7706349,0,S5769
S5777,5777,Les Garrigues,43.70548421,4.00622752,1,
